"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Donate","Source","Hours","Pickup Offered","Delivery Offered","Special Accommodation Hours","Delivery/Pickup Notes","MWBE","Instagram","Email","SNAP/EBT","WIC","Delivery Apps","Type of Service","Black Owned Business"
"Chakra Cafe",851,"2020-04-14T04:00:00.000Z","(929) 462-0051","https://www.facebook.com/Chakra-Cafe-2050299525025769/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743711,-73.920268,"44-01 Queens Blvd, Sunnyside","Food & coffee TAKE OUT & PICK-UP call 929-462-0051 For DELIVERY use GrubHub and UberEats! OPEN DAILY 7am-7pm Updates at [www.instagram.com/chakracafenyc/][1]

  [1]: http://www.instagram.com/chakracafenyc/
","cafe,bakery,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Chihuahua Mexican Grill",852,"2020-04-14T04:00:00.000Z","(347) 531-0954","https://chihuahuanyc.wordpress.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742436,-73.917776,"47-02 Greenpoint Ave, Sunnyside","2pm-10pm takeout & delivery Call 718-729-6680  [www.chihuahuanyc.wordpress.com][1]

  [1]: http://www.chihuahuanyc.wordpress.com
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Copacabana",853,"2020-04-14T04:00:00.000Z",,,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.758276,-73.93335,,"718-545-3685 TAKEOUT
",,"11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Copper Kettle",854,"2020-06-12T04:00:00.000Z","(718) 335-7596",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74586,-73.913565,"50-24 Skillman Ave, Woodside","
","bar,restaurant,food,Irish","11377","2020-05-29T17:32:14.000Z","Open",,,"3pm-9pm, daily
","Yes","No",,,,"www.instagram.com/copperkettlebar",,,,,,
"Crust NYC Pizzeria",855,"2020-04-14T04:00:00.000Z","(929) 424-3300","https://www.crustnycmenu.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742198,-73.926085,"39-09 47th Ave, Sunnyside","11am-10pm, special offers & updates on [www.instagram.com/crust\_nyc/][1] More  [www.crustnycmenu.com][2]

  [1]: http://www.instagram.com/crust_nyc/
  [2]: http://www.crustnycmenu.com
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Dawa's",856,"2020-05-23T04:00:00.000Z","(718) 899-8629","http://www.dawasnyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745687,-73.912686,"51-18 Skillman Ave, Woodside","Wed-Sun 12-9PM | 718-899-8629 | 51-18 Skillman Ave Updates [www.instagram.com/dawasnyc][1]

  [1]: http://www.instagram.com/dawasnyc
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"de Mole",857,"2020-04-14T04:00:00.000Z","(718) 392-2161","http://www.demolenyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.739286,-73.920296,"4502 48th Ave, Woodside","TAKEOUT & DELIVERY Place your order @ [www.Demolenyc.com][1] Or Call 718.392.2161

  [1]: http://www.Demolenyc.com
","meal_delivery,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Dumplings & Things",858,"2020-04-23T04:00:00.000Z","(718) 392-2337","https://orderdumplingsandthings.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742448,-73.918955,"45-26 46th St, Sunnyside","[Closed at this time] 718-392-2337
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Don Pollo",859,"2020-04-14T04:00:00.000Z","(718) 361-5898",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74,-73.923711,"41-06 Greenpoint Ave, Sunnyside","718-361-5898 TAKEOUT & DELIVERY
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"El Pilon Bakery & Restaurant",860,"2020-04-14T04:00:00.000Z","(347) 808-0336",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743433,-73.917997,"46-19 Queens Blvd, Sunnyside","347-808-0336 TAKEOUT & DELIVERY
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Empire Szechuan Garden",861,"2020-04-28T04:00:00.000Z","(718) 361-9625","http://www.newempireszechuangarden.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74366,-73.918776,"4342 46th St, Sunnyside","Closed at this time [www.newempireszechuangarden.com/][1]

  [1]: http://www.newempireszechuangarden.com/
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Firefly Petit Cafe Bistro",862,"2020-06-15T04:00:00.000Z","(718) 255-1591","https://www.fireflynewyork.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744756,-73.918792,"45-12 43rd Ave, Sunnyside","
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z","Open","https://www.gofundme.com/f/support-our-sunnyside-bistro-firefly-new-york",,"Tue-Sat 12pm-8pm 
Sun 10am-5pm 
Closed Monday
","Yes","Yes",,"ORDER THROUGH WWW.FIREFLYNEWYORK.COM 📦🛵
",,"www.instagram.com/fireflynewyork",,,,,,
"Fuyu Ramen",863,"2020-04-22T04:00:00.000Z","(718) 786-2200",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743433,-73.91805,"4617 Queens Blvd, Long Island City","Mon-Thu 4pm-8:30pm; Fri-Sun 11:30am-8:30pm Takeout & Delivery Grubhub, Seamless, Uber Eats or call 718-786-2200
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"I Love Paraguay",864,"2020-04-29T04:00:00.000Z","(718) 786-5534","http://www.ilovepy.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.740945,-73.921427,"4316 Greenpoint Ave, Queens","Take out through Uber Eats Mon-Fri 11am-9pm Sun-Sat 10am-9pm 718-786-5534 <http://ilovepy.com>
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Kabayan",865,"2020-04-16T04:00:00.000Z","(718) 639-3113","http://kabayanfilipinonyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74245,-73.915484,"49-12 Queens Blvd, Flushing","Call ahead 718-639-3113  TAKEOUT & DELIVERY authentic Filipino known for crispy pata, bulalo, lumpiang sariwa, lechon Updates [www.instagram.com/kabayannyc][1]

  [1]: http://www.instagram.com/kabayannyc
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"La Flor",866,"2020-04-16T04:00:00.000Z","(718) 426-8023","http://www.laflorinwoodside.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.744296,-73.911381,"53-02 Roosevelt Ave, Woodside","Call 718-426-8023 TAKEOUT & DELIVERY  <https://laflorinwoodside.com/>
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"La Pollera de Mario",867,"2020-04-16T04:00:00.000Z","(718) 729-8586",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.740141,-73.923391,"4120 Greenpoint Ave, Sunnyside","Call 718-729-8586 TAKEOUT & DELIVERY <https://www.lapollerademario.net/>
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Leo's Pizza",868,,"(718) 721-8700","http://www.leospizzany.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.756577,-73.929436,"31-01 36th Ave, Astoria","718-721-8700 TAKEOUT & DELIVERY
","meal_delivery,meal_takeaway,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Los Verdes",869,,"(718) 255-6600","https://losverdes.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742105,-73.918518,"46-26 Greenpoint Ave, Sunnyside","TAKEOUT & DELIVERY 718-255-6600 Sun-Thu 11am-12am Fri-Sat 11am-1am FREE DELIVERY plus 15% off online orders use Code PLUS15 [www.order.losverdes.com/restaurant/][1]

  [1]: http://www.order.losverdes.com/restaurant/
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Solid State",870,"2020-05-09T04:00:00.000Z","(347) 935-3042","http://solidstatenyc.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.744533,-73.910818,"53-22 Roosevelt Ave, Woodside","Beer sales 3-7pm weekdays 2-6pm weekends Open for takeout growlers and can sales (they have restocked their growlers)  Call ahead 347-935-3042 [www.gofundme.com/f/solid-state-staff-relief-fund][1]

  [1]: http://www.gofundme.com/f/solid-state-staff-relief-fund
","bar","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sanger Hall",871,,,"http://sangerhall.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74615,-73.915412,"48-20 Skillman Ave, Long Island City","[CLOSED at this time] Staff fund <https://www.gofundme.com/f/sanger-staff-fund>
","bar,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"The Alcove",872,"2020-05-18T04:00:00.000Z","(347) 813-4159","https://www.facebook.com/thealcoveny/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745889,-73.915126,"41-11 49th St, Queens"," 
","bar,restaurant,food","11377","2020-05-29T17:32:14.000Z","Open",,,"Mon Wed Thu 5pm-11pm Fri 3-11 Sat 2-11 Sun 2-10
(closed Tues)

",,"Yes - limited zone",,"Delivery Sunnyside/Woodside Only

",true,"www.instagram.com/thealcoveny",,,,,,
"Uncle Jimmy's Pizzeria",873,"2020-05-23T04:00:00.000Z","(718) 507-9099","http://www.unclejimmysmenu.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745935,-73.91543,"41-10 49th St, Sunnyside","Sun-Thu 4-10pm Fri-Sat 4-11pm | 718-507-9099 | 41-10 49th St Sunnyside
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"PJ Horgan's",874,"2020-04-10T04:00:00.000Z","(929) 208-0477","http://www.pjhorgans.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74612,-73.915105,"49-02 Skillman Ave, Queens","[Closed at this time]
","bar,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,"
",,,,,,,,,,,,
"Skillman Barber",875,,"(718) 426-5191","http://www.skillmanbarbershop.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745997,-73.9147,"49-12 Skillman Ave, Woodside","[Closed at this time] Per website HOUSE CALL services available Text Mark or Arvin 917-715-0081 [www.skillmanbarbershop.com][1]

  [1]: http://www.skillmanbarbershop.com
","hair_care,health","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Takesushi",876,"2020-04-11T04:00:00.000Z","(718) 729-8253","http://www.takesushisunnyside.net/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744084,-73.922417,"43-46 42nd St, Sunnyside","12pm-2pm & 5pm-8pm [Closed Wednesdays] takeout & delivery, Call to order 718-729-8253 Menu & updates [www.instagram.com/takesushi.nyc][1]

  [1]: http://www.instagram.com/takesushi.nyc
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"TJ Asian Bistro",877,"2020-05-13T04:00:00.000Z","(718) 205-2088","http://www.tjsushi.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746225,-73.913542,"50-19 Skillman Ave, Woodside","Reopening Friday 5/15 for PICKUP only Hours TBD (Closed Mondays) Call 718-205-2088 | 50-19 Skillman Ave Woodside
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"I Am Thai",878,"2020-04-11T04:00:00.000Z","(718) 457-7700","http://www.iamthairestaurant.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744421,-73.915255,"49-08 43rd Ave, Woodside","Closed Mondays / Open Tues-Fri 3:30-9pm Sat/Sun 12-9pm (Sat/Sun closed for staff meal 4-5pm firm)
","meal_delivery,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Aubergine Cafe",879,"2020-05-13T04:00:00.000Z","(718) 899-1735","http://auberginecafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746018,-73.914423,"49-22 Skillman Ave, Queens","Opens Thursday 5/14 Mon, Wed-Sun 8-4pm (Closed Tues) Menu at [www.auberginecafe.com][1]  Call ahead for pickup 718-899-1735 Updates at [www.instagram.com/auberginecafe][2]

  [1]: http://www.auberginecafe.com
  [2]: http://www.instagram.com/auberginecafe
","cafe,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Claret Wine Bar",880,,"(718) 937-7411","http://www.claretwinebar.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746409,-73.917857,"4602 Skillman Ave, Sunnyside","Closed at this time
","bar,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Jack's Fire Dept.",881,"2020-05-15T04:00:00.000Z","(718) 784-9090","http://www.jacksfiredepartment.com/home/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74709,-73.92372,"39-46 Skillman Ave, Sunnyside","Sat & Sun 11am-6pm (more hours tbd) 16 oz Cocktails to go 718-784-9090 | 39-46 Skillman Ave Sunnyside | Shift4 Cares Fund <https://cares.shift4.com/?name=JACK%27S+FIRE+DEPARTMENT> Updates [www.instagram.com/jacksfiredept/][1]

  [1]: http://www.instagram.com/jacksfiredept/
","bar","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Blinks Deli & Pizza",882,"2020-04-16T04:00:00.000Z","(718) 392-6155","http://www.blinksdeliandpizza.com/?utm_source=gmb","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746022,-73.929294,"43-01 35th St, Long Island City","Call for hours - (718) 392-6155
","meal_delivery,meal_takeaway,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Khun Noo Thai",883,"2020-04-28T04:00:00.000Z","(718) 426-8162","http://orderkhunnoothainoodlehouse.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745751,-73.912595,"51-20 Skillman Ave, Woodside","TAKE OUT & DELIVERY 11am-10pm  Call (718) 426-8162 or use most online delivery apps (Seamless, Grubhub, Ubereats, Doordash, Postmates)
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"El Rey De Los Tacos",884,"2020-04-16T04:00:00.000Z","(917) 905-2743","http://elreydelostacoscorp.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744429,-73.915324,"49-06 43rd Ave, Woodside","Closed at this time
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Donato's",885,"2020-04-25T04:00:00.000Z","(718) 507-4591","https://www.donatosnyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.748669,-73.912968,"50-22 39th Ave, Queens","\*\* Reopening for takeout & delivery on Friday May 1 \*\* stay tuned for more
","meal_delivery,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Jungo Sushi",886,"2020-04-16T04:00:00.000Z","(718) 779-7766","https://jungosushitogo.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744739,-73.91588,"48-11 43rd Ave, Sunnyside","[CLOSED at this time]
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Globe Tavern",887,"2020-04-16T04:00:00.000Z","(718) 651-2558","https://www.facebook.com/The-Globe-Tavern-113474548686125/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746058,-73.914742,"4910 Skillman Ave, Woodside","Closed at this time Updates [www.instagram.com/theglobetaver][1]

  [1]: http://www.instagram.com/theglobetaver
","bar","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Mr. Burrito",888,"2020-04-16T04:00:00.000Z","(718) 361-6513",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.740974,-73.921299,"4320 Greenpoint Ave, Queens","TAKEOUT & DELIVERY - Call for hours (718) 361-6513
","meal_delivery,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bee Cafe",889,"2020-05-18T04:00:00.000Z","(347) 321-9098","http://www.beecafenyc.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.747421,-73.903028,"60-11 39th Ave, Queens","10am-5pm (Closed Wed) 347-321-9098 | 60-11 39th Ave Woodside | Updates [www.instagram.com/beecafenyc][1]

  [1]: http://www.instagram.com/beecafenyc
","cafe,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Cafe Con Amor",890,"2020-04-16T04:00:00.000Z","(718) 205-5707","http://www.cafeconamorny.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.745821,-73.899537,"64-16 Roosevelt Ave, Woodside","Daily 8am-9pm TAKEOUT & DELIVERY Call (718) 205-5707 or order [www.cafeconamorny.com][1] Updates [www.facebook.com/cafeconamorny][2]

  [1]: http://www.cafeconamorny.com
  [2]: http://www.facebook.com/cafeconamorny
","meal_delivery,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sweet Basil Thai",891,"2020-04-16T04:00:00.000Z","(718) 205-0080","http://sweetbasilwoodside.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.746506,-73.903218,"39-28 61st St, Woodside","TAKE OUT & DELIVERY Daily 12pm-11pm CALL AHEAD (718) 205-0080
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Lenny's Pizza",892,"2020-05-23T04:00:00.000Z","(718) 786-8100","http://www.lennyspizzanyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.741472,-73.920419,"44-08 Greenpoint Ave, Sunnyside","11am-10:30pm | 718-786-1800 | 44-08 Greenpoint Ave Sunnyside [www.instagram.com/p/B-azsdug5oe/][1] [www.lennyspizzanyc.com/][2]

  [1]: http://www.instagram.com/p/B-azsdug5oe/
  [2]: http://www.lennyspizzanyc.com/
","meal_delivery,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Donovan's",893,"2020-04-16T04:00:00.000Z","(718) 429-9339","http://donovansny.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.74522,-73.906818,"57-24 Roosevelt Ave, Woodside","TAKEOUT & DELIVERY OPEN Wed-Fri 330-8 Sat-Sun 12-8 / Call to confirm (718) 429-9393, delivery through Grubhub  Menu & Updates: [www.facebook.com/DonovansIrishPub/][1]

  [1]: http://www.facebook.com/DonovansIrishPub/
","bar,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bagel Plus",894,"2020-04-16T04:00:00.000Z","(718) 639-7784","https://www.facebook.com/bagelplus/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.745606,-73.906626,"5720 Woodside Ave, Woodside","Daily 6am-5pm  (718) 639-7784
","bakery,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"F. Ottomanelli",895,"2020-04-16T04:00:00.000Z","(718) 269-6260",,"Woodside","Restaurants, Bars, Cafes & Bakeries",40.745147,-73.904108,"60-15 Woodside Ave, Woodside","Daily 9am-7pm  Call ahead (718) 651-5544 to place your order. Order prime meats online at [www.mercato.com][1] for BULK DEALS & Updates see IG <https://www.instagram.com/f.ottomanelliburgers/>, FB [www.facebook.com/FOttomanelliBurgersandFries][2], twitter <https://twitter.com/fottomanelli>

  [1]: http://www.mercato.com
  [2]: http://www.facebook.com/FOttomanelliBurgersandFries
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Kennedy Fried Chicken",896,"2020-04-16T04:00:00.000Z","(718) 426-7670",,"Woodside","Restaurants, Bars, Cafes & Bakeries",40.74571,-73.903504,"60-29 Roosevelt Ave, Woodside","Open daily - call for hours (718) 426-7670 - delivery through <https://kennedyfriedchickenroosevelt.com/order>, Seamless, Grubhub, Postmates, Ubereats
","meal_delivery,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pizza Boy II",897,"2020-05-06T04:00:00.000Z","(718) 426-5023","http://pizzaboytwo.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.745625,-73.905564,"58-19 Woodside Ave, Woodside","12pm-8pm Call 718-426-5023  |  5819 Woodside Ave [www.pizzaboyny.com/][1]

  [1]: http://www.pizzaboyny.com/
","meal_delivery,meal_takeaway,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Dunkin' Donuts",898,"2020-04-16T04:00:00.000Z","(718) 458-1903","https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=354069","Woodside","Restaurants, Bars, Cafes & Bakeries",40.74579,-73.906126,"5801 Woodside Ave, Queens","[Closed at this time] For bulk orders bagels croissant muffins, call (718) 458-1903
","bakery,meal_takeaway,cafe,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Rico Pan Bakery",899,"2020-05-23T04:00:00.000Z","(718) 429-7181",,"Woodside","Restaurants, Bars, Cafes & Bakeries",40.745586,-73.905813,"58-13 Woodside Ave, Flushing","8am-4pm 718-429-7181 | 58-13 Woodside Ave
","bakery,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Rocco's (at Home Depot)",900,"2020-04-16T04:00:00.000Z","(718) 204-0478",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.752428,-73.912612,"5010 Northern Blvd, Long Island City","[Closed at this time] Call (718) 204-0478 for updates
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sotto Le Stella",901,"2020-05-04T04:00:00.000Z","(718) 685-2086","https://www.sottolestellemenu.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7436565,-73.9201512,"4407 Queens Blvd, Long Island City","Mon-Fri 2pm-10pm; Sat-Sun 12-10pm Call 718-685-2086 or Seamless. Sole Luna menu is also available. More on Insta [www.instagram.com/sottolestellenyc][1]

  [1]: http://www.instagram.com/sottolestellenyc
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
